tag_id,species,bill length (mm),bill depth (mm),flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
ADE-0713,Adelie,39.28,21.0,192.6,2976.0,Adult,,Shortcut Point,Shortcut,2022-02-01,Underweight,PAPRI2022,Yes,2022-01-26
,Chinstrap,46.25,18.87,185.9,4147.0,Adult,Male,Torgersen North,Torgersen,2020-07-14,under weight,PAPRI2020,Yes,2020-07-08
GEN-0690,Gentoo,60.0,16.53,212.5,5307.501452713569,Adult,,Torgersen North,Torgersen,,Healthy,PAPRI2022,No,
CHN-0712,Chinstrap,45.81,18.92,189.4,4909.0,Adult,,Cormorant East,Cormorant,2024-11-09,Overweight,PAPRI2024,Yes,2024-10-27
,Adelie,42.13,19.04,185.0,3895.0,Adult,,Torgersen North,Torgersen,2020-12-08,Healthy,PAPRI2020,Yes,2020-12-08
,Gentoo,48.82,14.61,216.8,4686.0,Adult,,Dream South,Dream,2023-03-21,Healthy,PAPRI20X9,Yes,2023-03-20
,Gentoo,49.9,13.91,216.3,3809.0,Juvenile,Female,Biscoe West,Biscoe,2023-02-23,Underweight,PAPRI2023,Yes,2023-02-12
,Chinstrap,44.15,18.44,198.5,2962.0,Adult,Female,Biscoe West,,2022-02-21,Underweight,PAPRI2022,Yes,2022-02-13
CHN-0713,Chinstrap,,17.66,178.4,2500.0,Adult,Male,Dream South,Dream,2022-01-15,Healthy,PAPRI2022,No,
,Gentoo,38.14,,198.49,3204.0,Chick,Unknown,Biscoe West,,2021-12-21,Underweight,PAPRI2021,Yes,2021-12-19
CHN-0714,Chinstrap,49.45,19.27,192.2,3001.0,Juvenile,Female,Shortcut Point,Shortcut,,Critically Ill,PAPRI2022,Yes,2022-02-21
,Gentoo,47.62,13.0,210.4,4613.0,Adult,Female,Torgersen North,Torgersen,2020-03-24,Healthy,PAPRI2020,No,
,Adelie,38.87,18.68,193.3,3370.67,Adult,,Torgersen North,Torgersen,2024-09-30,Healthy,PAPRI2024,Yes,2024-09-30
CHN-0715,Chinstrap,45.91,15.98,183.7,,Chick,,Torgersen North,Torgersen,2022-12-02,Healthy,PAPRI2022,Yes,2022-11-27
GEN-0691,Gentoo,48.15,14.94,221.5,5092.0,Adult,Female,Dream South,Dream,2024-13-17,Healthy,papri2024,Yes,2021-11-14
,Gentoo,53.63,15.53,225.9,5617.0,Adult,Male,Dream South,Dream,2024-12-05,Healthy,PAPRI2024,Yes,2024-11-21
CHN-0716,Chinstrap,45.86,15.38,190.8,3527.0,Adult,,Unknown,Torgersen,2024-02-15,Healthy,PAPRI2024,Yes,2024-02-06
,adeleie,38.5,14.96,208.89,3770.0,Adult,Female,Biscoe West,Biscoe,2024-08-11,Healthy,PAPRI2024,Yes,2024-08-03
GEN-0692,Gentoo,49.54,17.66,223.8,5097.0,Adult,,Dream South,Dream,2021-06-23,,PAPRI2021,Yes,2021-06-10
GEN-0693,Gentoo,44.91,15.91,,3052.0,juvenille,,Dream South,Dream,2020-10-11,Underweight,PAPRI2020,Yes,2020-10-01
ADE-0714,Adelie,38.02,18.09,189.1,2500.0,Adult,,Dream South,Dream,2022-07-03,Healthy,,Yes,2022-07-03
,Gentoo,55.44,15.27,218.0,3524.0,Chick,Male,Torgersen North,Torgersen,2019-11-06,Underweight,PAPRI20X9,Yes,2019-11-04
CHN-0717,Chinstrap,45.8,20.73,188.0,2500.0,Chick,,Biscoe West,Biscoe,2024-06-07,Underweight,PAPRI2024,No,
,Gentoo,46.66,15.64,223.1,2558.0,Chick,,Cormorant East,Cormorant,2023-02-12,Underweight,,Yes,2023-02-10
ADE-0715,Adelie,39.18,17.42,195.9,3625.0,Adult,Male,Cormorant East,Cormorant,2023-04-21,,PAPRI2023,Yes,2023-04-07
,Adelie,41.0,19.38,195.4,3408.0,Adult,,Torgersen North,short cut,2019-11-10,Healthy,PAPR2023,Yes,2019-10-29
ADE-0716,Adelie,35.97,17.73,191.0,3273.0,Adult,Female,Shortcut Point,Shortcut,2023-09-07,Underweight,PAPRI2023,No,
CHN-0718,Chinstrap,52.11,20.53,183.6,3984.0,Adult,Male,Shortcut Point,,2023-08-29,Overweight,PAPRI2023,Yes,2023-08-17
GEN-0694,Gentoo,38.97,,220.8,4762.0,Adult,Female,Torgersen North,Torgersen,2023-06-20,Healthy,PAPRI2023,Yes,2023-06-14
,,44.57,20.83,215.7,5125.0,Adult,Female,Cormorant East,,2022-10-16,Healthy,PAPRI2022,Yes,2022-10-11
,Gentoo,41.65,,220.7,4860.0,Adult,Female,Dream South,Dream,2023-10-23,Overweight,PAPRI2023,Yes,2023-10-09
GEN-0695,Gentoo,,14.35,,4651.0,Adult,Male,Shortcut Point,Shortcut,2023-06-26,Healthy,PAPRI2023,,2023-06-23
CHN-0719,Chinstrap,52.07,,203.5,3747.0,Adult,,Biscoe West,Biscoe,2024-13-28,Healthy,PAPRI2024,Yes,2024-12-05
GEN-0696,Gentoo,46.57,14.57,222.8,,,?,Torgersen North,Torgersen,2021-12-11,Healthy,PAPRI2021,Yes,2021-12-08
,Adelie,37.61,19.74,194.8,3430.0,Adult,Female,,Torgersen,,Healthy,,Yes,2022-08-26
GEN-0697,Gentoo,45.5,15.68,217.6,4194.0,Juvenile,,Dream Island,Torgersen,2022-01-14,Healthy,,Yes,2022-01-11
,Gentoo,47.45,13.73,216.5,3738.0,Juvenile,Female,Cormorant East,Cormorant,2023-02-04,,PAPRI2023,Yes,2023-02-04
CHN-0720,Chinstrap,50.59,19.13,192.4,3525.0,Adult,Male,Torgersen North,Torgersen,2021-10-09,Healthy,PAPRI2021,Yes,2021-10-07
GEN-0698,Gentoo,52.64,14.65,211.1,5303.0,Adult,,Torgersen North,,,Critically Ill,PAPRI2019,Yes,2019-10-03
,Gentoo,,13.25,218.6,5179.0,Adult,,Cormorant East,Cormorant,2022-04-03,Healthy,,,
,Adelie,34.92,19.23,182.2,3222.59,Adult,Female,Cormorant East,Cormorant,2023-06-27,Underweight,PAPRI2023,Yes,2023-06-24
,Gentoo,48.58,17.22,210.7,2772.0,Chick,Female,Shortcut Point,Shortcut,,Underweight,PAPRI2020,Yes,2020-05-02
GEN-0699,Gentoo,46.59,16.37,215.1,4278.0,Juvenile,Male,Biscoe West,Biscoe,,Healthy,PAPR12021,Yes,2022-11-22
ADE-0717,Adelie,36.96,18.13,,4289.0,Adult,Male,Torgersen North,Torgersen,2024-05-15,Healthy,PAPRI2024,Yes,2024-05-02
CHN-0721,Chinstrap,50.92,17.28,200.38,4025.0,Adult,,Torgersen North,,2024-99-04,Healthy,PAPRI2020,Yes,2020-04-18
,,46.22,17.18,217.4,4216.0,Adult,Female,invalid_colony,Torgersen,2020-10-13,Healthy,PAPRI2020,No,
GEN-0700,Gentoo,42.11,16.9,213.8,4839.0,Adult,,/Shortcut,Dream,2024-04-07,,PAPRI2024,No,
,Gentoo,45.41,17.08,226.4,3942.0,Juvenile,Female,Dream South,Dream,2021-09-13,Healthy,PAPRI2021,Yes,2021-09-09
GEN-0701,Gentoo,47.09,15.74,222.6,4447.0,Adult,,/Shortcut,Cormorant,2024-05-14,Healthy,PAPRI2024,,2024-05-11
CHN-0722,Chinstrap,43.77,21.0,195.3,2500.0,Adult,,Torgersen North,Torgersen,2021-06-15,,PAPRI2021,Yes,2021-06-03
GEN-0702,Gentoo,47.4,16.52,215.2,4302.0,Adult,Female,Torgersen North,Torgersen,2020-07-04,Healthy,PAPRI2020,Yes,2020-07-03
CHN-0723,Chinstrap,54.34,17.31,184.6,3120.0,Juvenile,Male,,Dream,,Underweight,PAPRI2024,Yes,2024-06-18
,Chinstrap,48.97,17.13,191.3,5133.0,Adult,,Dream South,Dream,2024-08-15,Overweight,PAPRI2024,Yes,2024-08-11
,Adelie,41.13,19.79,201.4,3337.0,Adult,,,,2022-09-11,Healthy,PAPR12021,Yes,2022-09-01
CHN-0724,Chinstrap,54.85,16.13,188.2,2500.0,Chick,F,Dream South,Dream,2020-01-30,Underweight,PAPRI2020,Yes,2020-01-21
CHN-0725,Chinstrap,50.38,18.46,201.2,3493.0,Adult,Female,Torgersen North,Torgersen,2020-02-29,Healthy,PAPRI2020,Yes,2020-02-29
CHN-0726,,55.09,18.49,209.7,4176.0,Adult,,Dream South,,2024-05-09,Overweight,PAPRI2024,Yes,2024-04-26
,Adelie,36.61,18.29,198.9,3569.0,Adult,Male,Shortcut Point,Shortcut,2023-07-17,Overweight,PAPRI2023,No,
,Adelie,38.93,19.19,182.1,3059.0,Juvenile,,,Torgersen,2024-11-26,Healthy,PAPRI2024,Yes,2024-11-22
,Gentoo,46.96,14.37,209.6,5438.0,Adult,F,Dream South,Dream,2023-05-24,Healthy,PAPRI2023,Yes,2023-05-15
,Adelie,32.0,,185.3,3533.0,Adult,,Dream South,Dream,2020-07-23,Healthy,PAPRI2020,Yes,2020-07-20
ADE-0718,Adelie,41.55,16.78,189.8,2514.0,Juvenile,Female,Torgersen North,Torgersen,2022-03-23,Underweight,PAPRI2022,Yes,2022-03-14
ADE-0719,Adelie,,20.91,196.7,3695.0,Adult,,Torgersen North,Torgersen,2023-12-11,Healthy,PAPRI2023,Yes,2023-11-27
,adeleie,35.14,19.53,188.8,,Adult,,Dream South,Dream,2021-02-21,Healthy,PAPRI2021,Yes,2021-02-18
ADE-0721,Adelie,36.57,16.83,193.6,3743.0,Adult,,Cormorant East,,2023-06-22,Healthy,PAPRI2023,Yes,2023-06-21
GEN-0704,Gentto,49.66,17.21,214.9,4529.0,Adult,Male,,Biscoe,202-04-07,Healthy,PAPRI2023,No,
,,52.72,14.89,189.2,3783.0,Adult,Male,Cormorant East,Cormorant,2022-08-08,Overweight,PAPRI2022,No,
GEN-0705,Gentoo,49.38,15.11,217.0,3115.0,Chick,, short point,Torgersen,2021-01-11,Underweight,PAPRI2021,Yes,2021-01-10
GEN-0706,Gentoo,45.74,14.02,217.8,7000.0,Adult,,Dream South,Dream,2024-02-28,Healthy,PAPRI2024,Yes,2024-02-21
CHN-0728,Chinstrap,45.02,20.86,197.1,3480.0,Juvenile,Male,Cormorant East,Cormorant,2022-11-30,Underweight,PAPRI2022,Yes,2022-11-30
CHN-0729,Chinstrap,48.3,17.53,,3687.0,Adult,,torgersen SE,,202-06-02,Healthy,PAPRI2023,No,
ADE-0722,Adelie,,17.34,,,Juvenile,Male,Torgersen North,Torgersen,2019-10-13,Healthy,,Yes,2019-10-02
,Gentoo,45.32,13.34,214.4,5427.0,Adult,,Torgersen North,Torgersen,2024-09-20,Critically Ill,PAPRI2024,Yes,2024-09-10
CHN-0730,Chinstrap,53.55,18.01,198.3,,Juvenile,Female,/Shortcut,Cormorant,2022-04-14,Underweight,PAPRI2022,,2022-04-04
,Adelie,36.28,21.0,191.7,,Adult,,Torgersen North,Torgersen,,Healthy,PAPRI2020,Yes,2020-11-18
,Gentoo,50.41,14.19,212.4,,Adult,,Dream South,Dream,2023-10-21,Healthy,PAPRI2023,Yes,2023-10-13
GEN-0707,Gentoo,45.98,15.8,222.5,2981.0,Chick,Male,Torgersen North,Torgersen,2022-04-02,Underweight,PAPRI2022,No,
CHN-0731,Chinstrap,50.48,20.65,,2674.0,,Male,Torgersen North,Torgersen,2022-10-22,Underweight,PAPRI2022,Yes,2022-10-21
,adeleie,,20.23,187.4,4234.0,Adult,Male,Dream South,Dream,,Critically Ill,PAPRI2020,Yes,2020-09-19
,Gentoo,45.43,13.0,213.0,4057.0,Juvenile,,Dream South,Dream,2022-01-19,Healthy,PAPRI2022,No,
,Gentoo,48.38,18.1,217.4,4773.0,Adult,Female,Biscoe West,dreamland,2021-02-14,Healthy,PAPRI2021,Yes,2021-02-07
GEN-0709,Gentto,48.19,13.69,213.9,4148.0,Adult,,Dream South,Dream,2022-02-24,Healthy,PAPRI2022,Yes,2022-02-24
,Chinstrap,52.78,17.93,191.1,3185.0,Juvenile,,Torgersen North,Torgersen,2024-02-15,Overweight,PAPRI2024,Yes,2024-02-08
ADE-0723,Adelie,41.35,17.72,191.7,3295.0,Juvenile,Male,Dream South,Dream,2024-03-15,Healthy,PAPRI2024,Yes,2024-03-06
,Chinstrap,60.0,17.92,194.0,2926.0,Juvenile,Female,torgersen SE,Torgersen,2020-03-14,,PAPRI2020,Yes,2020-03-05
ADE-0724,Adelie,41.37,19.3,190.5,3903.0,Adult,Female,Biscoe West,Biscoe,,Healthy,PAPRI2024,No,
GEN-0710,Gentoo,44.76,14.25,219.1,,Adult,?,Dream South,Dream,2023-02-10,,PAPRI2023,No,
ADE-0725,Adelie,41.43,16.45,190.7,3562.0,Adult,,Dream South,Dream,2023-08-10,Healthy,PAPRI2023,Yes,2023-08-04
,Adelie,,17.54,198.2,3144.0,Juvenile,Male,Cormorant East,Cormorant,2020-07-02,Underweight,PAPRI2020,Yes,2020-06-26
CHN-0732,Chinstrap,45.99,16.97,195.0,3658.0,Adult,Female,Torgersen,torg,,Healthy,PAPRI2020,Yes,2020-11-15
GEN-0711,Gentto,49.61,15.99,217.1,4792.0,ADLT,,Dream South,Dream,2020-09-04,Critically Ill,PAPRI2020,Yes,2020-08-25
GEN-0712,Gentoo,54.59,15.27,213.1,4075.0,Juvenile,Male,Cormorant East,Cormorant,2021-06-10,Underweight,PAPRI2021,Yes,2021-06-04
,Adelie,43.32,20.6,194.1,,Juvenile,Female,Dream South,Dream,2023-07-24,Underweight,PAPRI2023,Yes,2023-07-18
ADE-0726,Adelie,41.91,16.75,198.0,2786.0,Juvenile,,Biscoe West,Biscoe,2021-11-06,,PAPRI2021,Yes,2021-11-05
,Gentoo,48.92,,212.8,4714.0,Adult,Female,Dream South,Dream,2024-99-24,Healthy,,No,
CHN-0733,Chinstrap,42.29,20.38,183.4,3591.0,Adult,Female,Dream South,torg,2024-12-11,Overweight,PAPRI2024,Yes,2024-11-29
,Adelie,40.62,16.12,198.4,3069.0,Juvenile,Male,Torgersen North,Torgersen,2021-12-31,Healthy,PAPRI2021,Yes,2021-12-30
,Chinstrap,45.27,16.6,195.0,2961.0,Juvenile,,Biscoe West,Biscoe,2024-02-13,Underweight,PAPRI2024,Yes,2024-02-04
ADE-0727,Adelie,38.25,16.99,188.1,3300.0,Juvenile,,Biscoe West,Biscoe,2021-11-24,Healthy,PAPR2023,Yes,2021-11-23
ADE-0728,Adelie,44.43,20.58,187.2,2500.0,Chick,,Cormorant,Shortcut,2023-08-05,Underweight,PAPRI2023,Yes,2023-07-28
CHN-0734,Chinstrap,42.96,19.44,189.4,3419.0,Adult,Male,Torgersen North,Torgersen,2022-08-28,Healthy,PAPRI2022,Yes,2022-08-27
CHN-0735,Chinstrap,,18.43,201.5,3745.0,Adult,,Biscoe West,Biscoe,2023-05-28,Overweight,PAPRI2023,Yes,2023-05-21
GEN-0713,Gentoo,49.51,14.29,216.6,4795.0,Adult,,Biscoe West,Biscoe,2023-06-05,Healthy,PAPRI2023,Yes,2023-05-22
,Chinstrap,52.64,18.04,205.8,3934.0,Adult,,,,,Overweight,PAPRI2021,Yes,2021-07-07
CHN-0736,Chinstrap,49.17,18.89,184.1,2500.0,Juvenile,,Torgersen North,,2024-03-07,Underweight,PAPRI2024,No,
GEN-0714,Gentoo,52.6,15.55,208.5,4829.0,Adult,,Torgersen North,,2024-09-29,Healthy,PAPRI20X9,Yes,2024-09-22
,Adelie,38.88,21.0,181.9,3858.0,Adult,,Biscoe West,Biscoe,2023-09-17,Healthy,PAPRI2023,Yes,2023-09-16
CHN-0737,Chinstrap,45.87,15.8,198.7,2500.0,Chick,,Torgersen North,Torgersen,2021-10-20,,STUDY_2022,,2021-10-18
GEN-0715,Gentoo,47.7,15.74,213.5,4757.0,Adult,Female,Cormorant East,Cormorant,2023-02-28,Healthy,PAPRI2023,Yes,2023-02-20
,Gentoo,45.0,13.0,219.1,5433.0,Adult,,Torgersen North,Torgersen,2022-09-11,Healthy,,Yes,2022-09-01
GEN-0716,Gentoo,55.07,14.18,,2805.0,Chick,,Cormorant East,Cormorant,2020-09-06,Underweight,,,2020-09-03
,Gentoo,44.19,15.6,213.3,4853.0,Adult,Female,Cormorant East,Cormorant,2021-09-12,Healthy,PAPRI2021,Yes,2021-09-10
,Adelie,41.02,18.43,214.6,4042.0,Adult,,Dream South,Dream,2022-02-10,Healthy,PAPRI2022,Yes,2022-02-07
ADE-0729,Adelie,36.05,18.93,175.6,4153.0,Adult,?,Dream South,Dream,2023-12-23,Healthy,PAPRI2023,Yes,2023-12-14
ADE-0730,Adelie,35.87,18.5,186.4,3646.0,Juvenile,,,,2023-12-14,Healthy,PAPRI2023,No,
,Gentoo,46.47,14.15,216.7,5395.0,Adult,,Torgersen North,Torgersen,2024-05-07,Healthy,PAPRI2024,Yes,2024-04-23
GEN-0717,,44.8,14.48,229.79,4647.0,Adult,Female,Dream South,Dream,2023-11-09,Overwight,PAPRI2023,Yes,2023-11-07
,Chinstrap,44.61,19.22,202.7,3383.0,Adult,Female,Cormorant East,Cormorant,2020-02-20,Underweight,,Yes,2020-02-18
,Chinstrap,,20.35,192.6,3991.0,Adult,,Biscoe West,Biscoe,2024-06-22,Overweight,PAPRI2024,Yes,2024-06-18
,Chinstrap,48.03,19.61,207.0,3915.0,Adult,,Cormorant East,Cormorant,2020-05-05,Overweight,PAPRI2020,No,
ADE-0731,Adelie,37.85,17.37,179.8,2500.0,Chick,,Dream South,Dream,2021-12-18,,N/A,Yes,2021-12-13
CHN-0738,Chinstrap,,18.47,177.1,2828.0,Juvenile,,Torgersen North,Torgersen,,Critically Ill,PAPRI2021,Yes,2021-02-21
,Adelie,35.84,19.16,186.01,3293.0,Adult,Female,Cormorant East,Cormorant,2024-13-13,Underweight,PAPRI2023,Yes,2023-02-01
,Gentoo,50.93,16.76,206.9,4675.0,Adult,,Torgersen North,,2021-06-18,Healthy,PAPRI2021,No,
CHN-0739,Chinstrap,48.79,,202.8,2766.0,Juvenile,,Torgersen North,,2022-11-25,Underweight,PAPRI2022,Yes,2022-11-12
,Adelie,40.59,19.23,179.3,5633.038097003589,Adult,?,Biscoe West,Biscoe,2024-09-30,Healthy,PAPRI2024,Yes,2024-09-18
ADE-0732,Adelie,35.13,17.85,,3617.0,Adult,F,Dream South,Dream,2020-12-15,Healthy,PAPRI2020,Yes,2020-12-01
CHN-0740,Chinstrap,51.22,20.58,196.4,3414.0,Adult,Female,Dream South,Dream,2023-06-07,,PAPRI2023,,2023-06-07
,Gentto,45.09,,217.5,6860.72806840469,Adult,,Shortcut Point,Shortcut,2023-05-16,Healthy,PAPRI2023,Yes,2023-05-12
,Adelie,37.47,20.49,185.7,,Adult,,Biscoe West,Biscoe,,Healthy,PAPRI2023,Yes,2023-10-12
GEN-0718,Gentoo,46.29,15.04,224.7,4378.0,Juvenile,Female,Shortcut Point,Shortcut,2021-06-23,Underweight,PAPRI2021,Yes,2021-06-15
,Adelie,35.53,16.29,,2531.534518127066,juvenille,Female,Biscoe West,Biscoe,,Underweight,PAPRI2024,,2024-01-02
,Adelie,38.89,18.15,191.0,3684.0,Adult,Female,Biscoe West,Biscoe,2021-02-13,Healthy,PAPRI2021,Yes,2021-02-13
GEN-0719,Gentoo,47.41,17.27,221.9,5483.0,Adult,Male,Biscoe West,Biscoe,2020-05-29,Healthy,PAPRI2020,,2020-05-19
ADE-0733,Adelie,35.71,17.38,196.5,3480.0,,Female,Shortcut Point,Shortcut,2020-04-29,Underweight,,Yes,2020-04-20
GEN-0720,Gentoo,50.45,14.39,,,Chick,Male,Biscoe West,,2021-07-17,Underweight,PAPRI2021,No,
CHN-0741,Chinstrap,55.43,18.33,195.0,2878.0,Adult,,Shortcut Point,Shortcut,,Underweight,PAPRI2022,No,
ADE-0734,Adelie,38.98,18.36,184.2,4385.0,Adult,Male,Biscoe West,Biscoe,,Overweight,,Yes,2021-07-11
,Gentoo,48.89,16.06,230.0,,Adult,Male,Biscoe West,Biscoe,2021-02-07,Healthy,PAPRI2021,No,
GEN-0721,Gentoo,37.69,16.79,214.8,4731.0,Adult,,Biscoe West,Biscoe,2024-02-04,Healthy,PAPRI2024,No,
,Gentoo,,13.0,223.2,5248.0,Adult,Male,Dream South,Dream,2023-04-03,Healthy,PAPRI2023,Yes,2023-03-31
GEN-0722,Gentoo,44.83,,222.2,5618.09,Adult,,Biscoe West,Biscoe,2024-02-21,Healthy,PAPRI2024,Yes,2024-02-11
GEN-0723,Gentoo,46.61,,216.6,3832.06,Juvenile,Male,,unknown,2022-08-15,Underweight,PAPRI2022,,
ADE-0735,Adelie,38.07,17.4,187.1,3655.0,Adult,,Cormorant East,unknown,2021-01-14,,PAPRI2021,Yes,2021-01-07
CHN-0742,Chinstrap,50.28,,194.8,3585.0,Adult,,,Torgersen,2022-03-12,Healthy,PAPRI2022,Yes,2022-03-12
,,50.27,16.6,209.3,5592.0,Adult,,Dream South,Dream,2020-09-24,Healthy,PAPRI2020,Yes,2020-09-22
CHN-0743,Chinstrap,51.61,19.46,195.7,3336.0,Adult,,Shortcut Point,Shortcut,2021-09-03,,PAPRI2021,Yes,2021-08-21
,Adelie,40.22,17.28,180.4,3760.0,Adult,,Biscoe West,,2024-07-12,Healthy,PAPRI2024,Yes,2024-07-04
GEN-0724,Gentoo,47.17,16.04,208.3,5581.0,Adult,?,Shortcut Point,,2024-11-29,Overweight,PAPRI2024,Yes,2024-11-29
,Adelie,43.04,15.92,195.0,2500.0,Adult,,Biscoe West,bisco,2022-02-11,Healthy,,Yes,2022-02-02
ADE-0737,Adelie,36.37,17.92,,3486.0,Adult,Female,Cormorant East,Cormorant,,Critically Ill,PAPRI2022,Yes,2022-04-22
ADE-0738,Adelie,,14.7,178.7,3801.0,Adult,,Torgersen North,,2021-04-14,Healthy,PAPRI2021,Yes,2021-04-07
,Adelie,33.89,18.55,,4078.0,Adult,,Shortcut Point,Shortcut,2023-03-04,,PAPRI2023,Yes,2023-02-24
CHN-0744,Chinstrap,,17.21,202.2,3794.0,Adult,,Dream South,torg,2021-03-12,Healthy,PAPRI2021,Yes,2021-03-11
CHN-0745,Chinstrap,51.54,18.2,194.0,,Adult,Female,Biscoe West,Biscoe,2023-01-09,Healthy,PAPRI2023,Yes,2022-12-26
,Adelie,41.73,19.78,187.3,3060.0,Adult,Female,Torgersen North,Torgersen,2024-03-18,Healthy,PAPRI2024,Yes,2024-03-11
,Adelie,39.48,17.77,188.6,3256.0,Adult,Female,Dream South,Dream,2023-10-30,Healthy,PAPRI2023,Yes,2023-10-29
GEN-0725,Gentoo,51.16,14.66,219.0,5201.0,Chick,M,Biscoe West,Biscoe,2021-11-26,Healthy,PAPRI2021,Yes,2021-11-17
GEN-0726,,45.08,15.71,217.0,4113.0,Juvenile,,Biscoe West,Biscoe,2021-10-23,Underweight,PAPRI2021,No,
,Gentoo,37.51,15.51,205.2,2520.795282571312,Chick,,Dream South,Dream,2024-12-10,Underweight,PAPRI2024,,2024-12-10
GEN-0727,Gentto,45.91,14.73,212.0,4723.0,Adult,,Dream South,short cut,2022-12-24,Unwell,PAPRI2022,No,
,Chinstrap,53.48,19.35,201.28,3826.0,Adult,,Torgersen North,Torgersen,2021-03-25,Healthy,PAPRI2021,No,
ADE-0739,Adelie,36.21,17.54,185.2,2974.0,Adult,,Dream South,Dream,2024-10-16,Underweight,PAPRI2024,Yes,2024-10-12
ADE-0740,Adelie,34.05,19.16,190.3,4210.0,Adult,,Cormorant East,Cormorant,,Overweight,PAPR12021,Yes,2023-07-16
GEN-0728,Gentto,49.99,,218.7,5184.0,Adult,Female,Shortcut Point,Shortcut,11-11-2023,Overweight,PAPRI2024,Yes,2024-08-14
,adeleie,38.63,,,3885.0,Adult,Female,Biscoe West,Biscoe,error,Healthy,PAPRI2022,Yes,2022-12-04
GEN-0729,Gentoo,44.69,15.23,211.6,4853.0,Adult,M,Cormorant East,Cormorant,2020-12-26,Unwell,PAPRI2020,No,
ADE-0741,Adelie,43.62,17.81,195.2,4025.0,Adult,,Dream South,Dream,,Healthy,PAPRI2020,Yes,2020-03-18
,Adelie,42.9,18.42,192.8,,Adult,,Cormorant East,Cormorant,2021-10-25,Healthy,PAPRI2021,Yes,2021-10-14
CHN-0746,Chinstrap,50.56,,204.0,3395.0,Adult,,Dream South,Dream,2020-01-08,Healthy,PAPRI2020,Yes,2020-01-02
,Adelie,38.31,19.3,195.8,3181.0,Juvenile,Female,Torgersen North,,2021-06-14,,,Yes,2021-06-05
CHN-0747,Chinstrap,49.83,15.65,193.7,4616.0,Adult,Male,Dream South,dreamland,2024-99-06,Overweight,PAPRI2021,Yes,2021-01-17
,adeleie,44.47,15.76,192.7,,Adult,,Torgersen North,Torgersen,,Healthy,,Yes,2023-09-25
ADE-0743,Adelie,,15.57,205.5,3824.356614049908,,Female,Cormorant East,Cormorant,2022-05-02,Healthy,PAPRI2022,Yes,2022-04-22
,Chinstrap,49.12,20.15,193.0,3274.0,Adult,,Cormorant East,Cormorant,2022-03-29,Underweight,papri2024,Yes,2022-03-21
GEN-0730,Gentto,51.14,13.93,214.0,5036.0,Adult,N/A,Shortcut Point,Shortcut,2022-06-27,Overweight,,No,
,Chinstrap,50.37,19.51,172.14,3758.0,Adult,,Biscoe West,Biscoe,,,PAPRI2021,Yes,2021-05-05
,Gentoo,39.82,,218.8,3242.0,Juvenile,,Dream South,Dream,2024-02-29,Underweight,PAPRI2024,Yes,2024-02-29
ADE-0744,Adelie,39.75,,187.3,5093.02802860314,Adult,,Dream South,Dream,2021-04-29,,,Yes,2021-04-16
CHN-0748,Chinstrap,55.83,18.73,190.8,,Adult,Female,Dream South,Dream,2021-09-18,Healthy,PAPRI2021,Yes,2021-09-13
CHN-0749,Chinstrap,48.18,,203.1,3392.0,Juvenile,Male,Cormorant East,bisco,2024-03-03,Unwell,PAPRI2024,Yes,2024-02-28
,Gentoo,50.61,14.8,218.4,5175.0,Adult,Male,Torgersen North,unknown,2021-02-07,Healthy,PAPRI2021,Yes,2021-02-02
,Adelie,40.13,19.83,,3285.0,Adult,Female,Dream South,Dream,2021-10-18,Healthy,PAPRI2021,Yes,2021-10-04
,Adelie,,,198.4,3112.0,,Male,Cormorant East,Cormorant,2023-04-15,Underweight,PAPRI2023,Yes,2023-04-03
,Adelie,43.62,19.0,194.1,2551.0,Chick,Male,Cormorant East,Cormorant,2020-02-21,Critically Ill,PAPRI2020,Yes,2020-02-12
,Gentoo,55.69,14.05,217.0,4610.0,Adult,Female,Dream South,Dream,2024-06-03,Healthy,PAPRI2024,Yes,2024-05-26
ADE-0745,Adelie,41.81,21.0,180.4,3603.0,juvenille,Female,,Biscoe,2024-02-29,Healthy,PAPRI2024,,
CHN-0750,Chinstrap,45.37,19.74,199.8,3808.0,Adult,Male,Dream Island,Biscoe,2022-08-11,Healthy,papri2024,No,
,Chinstrap,47.23,18.34,204.3,3254.0,Juvenile,Female,Biscoe West,Biscoe,2021-12-27,Underweight,PAPRI2021,Yes,2021-12-14
CHN-0751,Chinstrap,47.87,17.23,203.8,3087.0,Chick,,Dream South,Dream,,Underweight,PAPRI2023,Yes,2023-11-19
,Chinstrap,50.57,20.14,178.21,4198.0,Adult,Male,,,2021-04-18,Overweight,PAPRI2021,No,
ADE-0746,Adelie,,17.51,192.3,3510.0,Juvenile,,Torgersen North,Torgersen,2022-07-13,Healthy,PAPRI2022,No,
CHN-0752,Chinstrap,49.82,19.53,188.1,,Adult,Female,Torgersen North,Torgersen,2020-09-22,Underweight,,No,
CHN-0753,Chinstrap,51.43,18.52,204.7,3398.0,ADLT,,Torgersen North,Torgersen,2021-11-09,under weight,PAPRI2021,Yes,2021-10-27
ADE-0747,Adelie,36.42,21.0,192.3,3454.0,Adult,Female,,Torgersen,2023-11-10,Healthy,PAPRI2023,Yes,2023-11-06
